##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;(транзит);;;x
PROV4011;Irece;Irece;Irece;Irece;Irece;Irece;;;;;X
PROV4012;Barra;Barra;Barra;Barra;Barra;Barra;;;;;X
PROV4013;Santa Maria da Vitуria;Santa Maria da Vitуria;Santa Maria da Vitуria;Santa Maria da Vitуria;Santa Maria da Vitуria;Santa Maria da Vitуria;;;;;X
PROV4014;Arapiraca;Arapiraca;Arapiraca;Arapiraca;Arapiraca;Arapiraca;;;;;X
PROV4015;Caruaru;Caruaru;Caruaru;Caruaru;Caruaru;Caruaru;;;;;X
PROV4016;Serra Talhada;Serra Talhada;Serra Talhada;Serra Talhada;Serra Talhada;Serra Talhada;;;;;X
PROV4017;Campina Grande;Campina Grande;Campina Grande;Campina Grande;Campina Grande;Campina Grande;;;;;X
PROV4018;Patos;Patos;Patos;Patos;Patos;Patos;;;;;X
PROV4019;Mossorу;Mossorу;Mossorу;Mossorу;Mossorу;Mossorу;;;;;X
PROV4020;Caucaia;Caucaia;Caucaia;Caucaia;Caucaia;Caucaia;;;;;X
PROV4021;Iguatu;Iguatu;Iguatu;Iguatu;Iguatu;Iguatu;;;;;X
PROV4022;Quixadб;Quixadб;Quixadб;Quixadб;Quixadб;Quixadб;;;;;X
PROV4023;Canindй;Canindй;Canindй;Canindй;Canindй;Canindй;;;;;X
PROV4024;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;Parnaiba;;;;;X
PROV4025;Pedro II;Pedro II;Pedro II;Pedro II;Pedro II;Pedro II;;;;;X
PROV4026;Sao Raimundo Nonato;Sao Raimundo Nonato;Sao Raimundo Nonato;Sao Raimundo Nonato;Sao Raimundo Nonato;Sao Raimundo Nonato;;;;;X
PROV4027;Corrente;Corrente;Corrente;Corrente;Corrente;Corrente;;;;;X
PROV4028;Uruзui;Uruзui;Uruзui;Uruзui;Uruзui;Uruзui;;;;;X
PROV4029;Timon;Timon;Timon;Timon;Timon;Timon;;;;;X
PROV4030;Bacabal;Bacabal;Bacabal;Bacabal;Bacabal;Bacabal;;;;;X
PROV4031;Balsas;Balsas;Balsas;Balsas;Balsas;Balsas;;;;;X
PROV4032;Barra do Corda;Barra do Corda;Barra do Corda;Barra do Corda;Barra do Corda;Barra do Corda;;;;;X
PROV4033;Pinheiro;Pinheiro;Pinheiro;Pinheiro;Pinheiro;Pinheiro;;;;;X
PROV4034;Barreirinhas;Barreirinhas;Barreirinhas;Barreirinhas;Barreirinhas;Barreirinhas;;;;;X
PROV4035;Viana;Viana;Viana;Viana;Viana;Viana;;;;;X
PROV4036;Colinas;Colinas;Colinas;Colinas;Colinas;Colinas;;;;;X
PROV4037;Sao Vicente do Araguaia;Sao Vicente do Araguaia;Sao Vicente do Araguaia;Sao Vicente do Araguaia;Sao Vicente do Araguaia;Sao Vicente do Araguaia;;;;;X
PROV4038;Dianуpolis;Dianуpolis;Dianуpolis;Dianуpolis;Dianуpolis;Dianуpolis;;;;;X
PROV4039;Pedro Afonso;Pedro Afonso;Pedro Afonso;Pedro Afonso;Pedro Afonso;Pedro Afonso;;;;;X
PROV4040;Peixe;Peixe;Peixe;Peixe;Peixe;Peixe;;;;;X
PROV4041;Santa Maria do Araguaia;Santa Maria do Araguaia;Santa Maria do Araguaia;Santa Maria do Araguaia;Santa Maria do Araguaia;Santa Maria do Araguaia;;;;;X
PROV4042;Ponta Grossa;Ponta Grossa;Ponta Grossa;Ponta Grossa;Ponta Grossa;Ponta Grossa;;;;;X
PROV4043;Foz do Iguaзu;Foz do Iguaзu;Foz do Iguaзu;Foz do Iguaзu;Foz do Iguaзu;Foz do Iguaзu;;;;;X
PROV4044;Guarapuava;Guarapuava;Guarapuava;Guarapuava;Guarapuava;Guarapuava;;;;;X
PROV4045;Palmas;Palmas;Palmas;Palmas;Palmas;Palmas;;;;;X
PROV4046;Santo Antфnio da Platina;Santo Antфnio da Platina;Santo Antфnio da Platina;Santo Antфnio da Platina;Santo Antфnio da Platina;Santo Antфnio da Platina;;;;;X
PROV4047;Joinville;Joinville;Joinville;Joinville;Joinville;Joinville;;;;;X
PROV4048;Chapecу;Chapecу;Chapecу;Chapecу;Chapecу;Chapecу;;;;;X
PROV4049;Lages;Lages;Lages;Lages;Lages;Lages;;;;;X
PROV4050;Caзador;Caзador;Caзador;Caзador;Caзador;Caзador;;;;;X
PROV4051;Santa Maria;Santa Maria;Santa Maria;Santa Maria;Santa Maria;Santa Maria;;;;;X
PROV4052;Gravatai;Gravatai;Gravatai;Gravatai;Gravatai;Gravatai;;;;;X
PROV4053;Rio Grande;Rio Grande;Rio Grande;Rio Grande;Rio Grande;Rio Grande;;;;;X
PROV4054;Passo Fundo;Passo Fundo;Passo Fundo;Passo Fundo;Passo Fundo;Passo Fundo;;;;;X
PROV4055;Uruguaiana;Uruguaiana;Uruguaiana;Uruguaiana;Uruguaiana;Uruguaiana;;;;;X
PROV4056;Santa Cruz do Sul;Santa Cruz do Sul;Santa Cruz do Sul;Santa Cruz do Sul;Santa Cruz do Sul;Santa Cruz do Sul;;;;;X
PROV4057;Bagй;Bagй;Bagй;Bagй;Bagй;Bagй;;;;;X
PROV4058;Ijui;Ijui;Ijui;Ijui;Ijui;Ijui;;;;;X
PROV4059;Contagem;Contagem;Contagem;Contagem;Contagem;Contagem;;;;;X
PROV4060;Juiz de Fora;Juiz de Fora;Juiz de Fora;Juiz de Fora;Juiz de Fora;Juiz de Fora;;;;;X
PROV4061;Uberaba;Uberaba;Uberaba;Uberaba;Uberaba;Uberaba;;;;;X
PROV4062;Sete Lagoas;Sete Lagoas;Sete Lagoas;Sete Lagoas;Sete Lagoas;Sete Lagoas;;;;;X
PROV4063;Poзos de Caldas;Poзos de Caldas;Poзos de Caldas;Poзos de Caldas;Poзos de Caldas;Poзos de Caldas;;;;;X
PROV4064;Patos de Minas;Patos de Minas;Patos de Minas;Patos de Minas;Patos de Minas;Patos de Minas;;;;;X
PROV4065;Teуfilo Otoni;Teуfilo Otoni;Teуfilo Otoni;Teуfilo Otoni;Teуfilo Otoni;Teуfilo Otoni;;;;;X
PROV4066;Pouso Alegre;Pouso Alegre;Pouso Alegre;Pouso Alegre;Pouso Alegre;Pouso Alegre;;;;;X
PROV4067;Ubб;Ubб;Ubб;Ubб;Ubб;Ubб;;;;;X
PROV4068;Ituiutaba;Ituiutaba;Ituiutaba;Ituiutaba;Ituiutaba;Ituiutaba;;;;;X
PROV4069;Caratinga;Caratinga;Caratinga;Caratinga;Caratinga;Caratinga;;;;;X
PROV4070;Paracatu;Paracatu;Paracatu;Paracatu;Paracatu;Paracatu;;;;;X
PROV4071;Januбria;Januбria;Januбria;Januбria;Januбria;Januбria;;;;;X
PROV4072;Pirapora;Pirapora;Pirapora;Pirapora;Pirapora;Pirapora;;;;;X
PROV4073;Diamantina;Diamantina;Diamantina;Diamantina;Diamantina;Diamantina;;;;;X
PROV4074;Salinas;Salinas;Salinas;Salinas;Salinas;Salinas;;;;;X
PROV4075;Pedra Azul;Pedra Azul;Pedra Azul;Pedra Azul;Pedra Azul;Pedra Azul;;;;;X
PROV4076;Sao Josй dos Campos;Sao Josй dos Campos;Sao Josй dos Campos;Sao Josй dos Campos;Sao Josй dos Campos;Sao Josй dos Campos;;;;;X
PROV4077;Sorocaba;Sorocaba;Sorocaba;Sorocaba;Sorocaba;Sorocaba;;;;;X
PROV4078;Sao Josй do Rio Preto;Sao Josй do Rio Preto;Sao Josй do Rio Preto;Sao Josй do Rio Preto;Sao Josй do Rio Preto;Sao Josй do Rio Preto;;;;;X
PROV4079;Piracicaba;Piracicaba;Piracicaba;Piracicaba;Piracicaba;Piracicaba;;;;;X
PROV4080;Bauru;Bauru;Bauru;Bauru;Bauru;Bauru;;;;;X
PROV4081;Marilia;Marilia;Marilia;Marilia;Marilia;Marilia;;;;;X
PROV4082;Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente;;;;;X
PROV4083;Araзatuba;Araзatuba;Araзatuba;Araзatuba;Araзatuba;Araзatuba;;;;;X
PROV4084;Itanhaйm;Itanhaйm;Itanhaйm;Itanhaйm;Itanhaйm;Itanhaйm;;;;;X
PROV4085;Rio Verde;Rio Verde;Rio Verde;Rio Verde;Rio Verde;Rio Verde;;;;;X
PROV4086;Luziвnia;Luziвnia;Luziвnia;Luziвnia;Luziвnia;Luziвnia;;;;;X
PROV4087;Itumbiara;Itumbiara;Itumbiara;Itumbiara;Itumbiara;Itumbiara;;;;;X
PROV4088;Jatai;Jatai;Jatai;Jatai;Jatai;Jatai;;;;;X
PROV4089;Planaltina;Planaltina;Planaltina;Planaltina;Planaltina;Planaltina;;;;;X
PROV4090;Niquelвndia;Niquelвndia;Niquelвndia;Niquelвndia;Niquelвndia;Niquelвndia;;;;;X
PROV4091;Posse;Posse;Posse;Posse;Posse;Posse;;;;;X
PROV4092;Goiбs;Goiбs;Goiбs;Goiбs;Goiбs;Goiбs;;;;;X
PROV4093;Brazlвndia;Brazlвndia;Brazlвndia;Brazlвndia;Brazlвndia;Brazlвndia;;;;;X
PROV4094;Sao Gonзalo;Sao Gonзalo;Sao Gonзalo;Sao Gonзalo;Sao Gonзalo;Sao Gonзalo;;;;;X
PROV4095;Campos dos Goytacazes;Campos dos Goytacazes;Campos dos Goytacazes;Campos dos Goytacazes;Campos dos Goytacazes;Campos dos Goytacazes;;;;;X
PROV4096;Vila Velha;Vila Velha;Vila Velha;Vila Velha;Vila Velha;Vila Velha;;;;;X
PROV4097;Chaitйn;Chaitйn;Chaitйn;Chaitйn;Chaitйn;Chaitйn;;;;;X
PROV4098;;;;;;;;;;;X
PROV4099;;;;;;;;;;;X
PROV4100;;;;;;;;;;;X
PROV4101;;;;;;;;;;;X
PROV4102;;;;;;;;;;;X
PROV4103;;;;;;;;;;;X
PROV4104;;;;;;;;;;;X
PROV4105;;;;;;;;;;;X
PROV4106;;;;;;;;;;;X
PROV4107;;;;;;;;;;;X
PROV4108;;;;;;;;;;;X
PROV4109;;;;;;;;;;;X
PROV4110;;;;;;;;;;;X
PROV4111;;;;;;;;;;;X
PROV4112;;;;;;;;;;;X
PROV4113;;;;;;;;;;;X
PROV4114;;;;;;;;;;;X
PROV4115;;;;;;;;;;;X
PROV4116;;;;;;;;;;;X
PROV4117;Floriano;Floriano;Floriano;Floriano;Floriano;Floriano;;;;;X
PROV4118;Igdir;Igdir;Igdir;Igdir;Igdir;Igdir;;;;;X
PROV4119;Agri;Agri;Agri;Agri;Agri;Agri;;;;;X
PROV4120;Mus;Mus;Mus;Mus;Mus;Mus;;;;;X
PROV4121;Lake;Lake;Lake;Lake;Lake;Lake;;;;;X
PROV4122;Erzincan;Erzincan;Erzincan;Erzincan;Erzincan;Erzincan;;;;;X
PROV4123;Rize;Rize;Rize;Rize;Rize;Rize;;;;;X
PROV4124;Bayburt;Bayburt;Bayburt;Bayburt;Bayburt;Bayburt;;;;;X
PROV4125;Mardin;Mardin;Mardin;Mardin;Mardin;Mardin;;;;;X
PROV4126;Siverek;Siverek;Siverek;Siverek;Siverek;Siverek;;;;;X
PROV4127;Batman;Batman;Batman;Batman;Batman;Batman;;;;;X
PROV4128;Susehri;Susehri;Susehri;Susehri;Susehri;Susehri;;;;;X
PROV4129;Tokat;Tokat;Tokat;Tokat;Tokat;Tokat;;;;;X
PROV4130;Ordu;Ordu;Ordu;Ordu;Ordu;Ordu;;;;;X
PROV4131;Usak;Usak;Usak;Usak;Usak;Usak;;;;;X
PROV4132;Manisa;Manisa;Manisa;Manisa;Manisa;Manisa;;;;;X
PROV4133;Зanakkale;Зanakkale;Зanakkale;Зanakkale;Зanakkale;Зanakkale;;;;;X
PROV4134;Bandirma;Bandirma;Bandirma;Bandirma;Bandirma;Bandirma;;;;;X
PROV4135;Dьzce;Dьzce;Dьzce;Dьzce;Dьzce;Dьzce;;;;;X
PROV4136;Bolu;Bolu;Bolu;Bolu;Bolu;Bolu;;;;;X
PROV4137;Зankiri;Зankiri;Зankiri;Зankiri;Зankiri;Зankiri;;;;;X
PROV4138;Sinop;Sinop;Sinop;Sinop;Sinop;Sinop;;;;;X
PROV4139;Afyonkarahisar;Afyonkarahisar;Afyonkarahisar;Afyonkarahisar;Afyonkarahisar;Afyonkarahisar;;;;;X
PROV4140;Aydin;Aydin;Aydin;Aydin;Aydin;Aydin;;;;;X
PROV4141;Mugla;Mugla;Mugla;Mugla;Mugla;Mugla;;;;;X
PROV4142;Alanya;Alanya;Alanya;Alanya;Alanya;Alanya;;;;;X
PROV4143;Karaman;Karaman;Karaman;Karaman;Karaman;Karaman;;;;;X
PROV4144;Nigde;Nigde;Nigde;Nigde;Nigde;Nigde;;;;;X
PROV4145;Aksaray;Aksaray;Aksaray;Aksaray;Aksaray;Aksaray;;;;;X
PROV4146;Osmaniye;Osmaniye;Osmaniye;Osmaniye;Osmaniye;Osmaniye;;;;;X
PROV4147;Adiyaman;Adiyaman;Adiyaman;Adiyaman;Adiyaman;Adiyaman;;;;;X
PROV4148;Afsin;Afsin;Afsin;Afsin;Afsin;Afsin;;;;;X
PROV4149;Jalal-ogli;Jalal-ogli;Jalal-ogli;Jalal-ogli;Jalal-ogli;Jalal-ogli;;;;;X
PROV4150;Bi'r Basiri;Bi'r Basiri;Bi'r Basiri;Bi'r Basiri;Bi'r Basiri;Bi'r Basiri;;;;;X
PROV4151;Madinat at-Taura;Madinat at-Taura;Madinat at-Taura;Madinat at-Taura;Madinat at-Taura;Madinat at-Taura;;;;;X
PROV4152;al-Hasaka;al-Hasaka;al-Hasaka;al-Hasaka;al-Hasaka;al-Hasaka;;;;;X
PROV4153;Kifri;Kifri;Kifri;Kifri;Kifri;Kifri;;;;;X
PROV4154;as-Sulaimaniyya;as-Sulaimaniyya;as-Sulaimaniyya;as-Sulaimaniyya;as-Sulaimaniyya;as-Sulaimaniyya;;;;;X
PROV4155;Tal 'Afar;Tal 'Afar;Tal 'Afar;Tal 'Afar;Tal 'Afar;Tal 'Afar;;;;;X
PROV4156;Dahuk;Dahuk;Dahuk;Dahuk;Dahuk;Dahuk;;;;;X
PROV4157;ar-Ramadi;ar-Ramadi;ar-Ramadi;ar-Ramadi;ar-Ramadi;ar-Ramadi;;;;;X
PROV4158;Rawa;Rawa;Rawa;Rawa;Rawa;Rawa;;;;;X
PROV4159;Samarra';Samarra';Samarra';Samarra';Samarra';Samarra';;;;;X
PROV4160;Tikrit;Tikrit;Tikrit;Tikrit;Tikrit;Tikrit;;;;;X
PROV4161;Ba‘qubah;Ba‘qubah;Ba‘qubah;Ba‘qubah;Ba‘qubah;Ba‘qubah;;;;;X
PROV4162;Samawah;Samawah;Samawah;Samawah;Samawah;Samawah;;;;;X
PROV4163;Anah;Anah;Anah;Anah;Anah;Anah;;;;;X
PROV4164;an-Nukhayb;an-Nukhayb;an-Nukhayb;an-Nukhayb;an-Nukhayb;an-Nukhayb;;;;;X
PROV4165;al-Salman;al-Salman;al-Salman;al-Salman;al-Salman;al-Salman;;;;;X
PROV4166;al-'Aqaba;al-'Aqaba;al-'Aqaba;al-'Aqaba;al-'Aqaba;al-'Aqaba;;;;;X
PROV4167;al-Qurayyat;al-Qurayyat;al-Qurayyat;al-Qurayyat;al-Qurayyat;al-Qurayyat;;;;;X
PROV4168;al-Wagh;al-Wagh;al-Wagh;al-Wagh;al-Wagh;al-Wagh;;;;;X
PROV4169;Tabuk;Tabuk;Tabuk;Tabuk;Tabuk;Tabuk;;;;;X
PROV4170;Yanbu' al-Bahr;Yanbu' al-Bahr;Yanbu' al-Bahr;Yanbu' al-Bahr;Yanbu' al-Bahr;Yanbu' al-Bahr;;;;;X
PROV4171;al-'Ula;al-'Ula;al-'Ula;al-'Ula;al-'Ula;al-'Ula;;;;;X
PROV4172;al-Lith;al-Lith;al-Lith;al-Lith;al-Lith;al-Lith;;;;;X
PROV4173;Bishah;Bishah;Bishah;Bishah;Bishah;Bishah;;;;;X
PROV4174;Sharurah;Sharurah;Sharurah;Sharurah;Sharurah;Sharurah;;;;;X
PROV4175;Sakakah;Sakakah;Sakakah;Sakakah;Sakakah;Sakakah;;;;;X
PROV4176;Lauqa;Lauqa;Lauqa;Lauqa;Lauqa;Lauqa;;;;;X
PROV4177;Gubba;Gubba;Gubba;Gubba;Gubba;Gubba;;;;;X
PROV4178;Burayda;Burayda;Burayda;Burayda;Burayda;Burayda;;;;;X
PROV4179;Dariya;Dariya;Dariya;Dariya;Dariya;Dariya;;;;;X
PROV4180;Ranya;Ranya;Ranya;Ranya;Ranya;Ranya;;;;;X
PROV4181;as-Sulayyil;as-Sulayyil;as-Sulayyil;as-Sulayyil;as-Sulayyil;as-Sulayyil;;;;;X
PROV4182;az-Zulfi;az-Zulfi;az-Zulfi;az-Zulfi;az-Zulfi;az-Zulfi;;;;;X
PROV4183;Hafar al-Batin;Hafar al-Batin;Hafar al-Batin;Hafar al-Batin;Hafar al-Batin;Hafar al-Batin;;;;;X
PROV4184;ad-Dammam;ad-Dammam;ad-Dammam;ad-Dammam;ad-Dammam;ad-Dammam;;;;;X
PROV4185;Ta'izz;Ta'izz;Ta'izz;Ta'izz;Ta'izz;Ta'izz;;;;;X
PROV4186;Ma'rib;Ma'rib;Ma'rib;Ma'rib;Ma'rib;Ma'rib;;;;;X
PROV4187;Shaqra';Shaqra';Shaqra';Shaqra';Shaqra';Shaqra';;;;;X
PROV4188;Qisn;Qisn;Qisn;Qisn;Qisn;Qisn;;;;;X
PROV4189;Say'un;Say'un;Say'un;Say'un;Say'un;Say'un;;;;;X
PROV4190;Sur;Sur;Sur;Sur;Sur;Sur;;;;;X
PROV4191;Suhar;Suhar;Suhar;Suhar;Suhar;Suhar;;;;;X
PROV4192;Ibri;Ibri;Ibri;Ibri;Ibri;Ibri;;;;;X
PROV4193;Nizwa;Nizwa;Nizwa;Nizwa;Nizwa;Nizwa;;;;;X
PROV4194;Tumrait;Tumrait;Tumrait;Tumrait;Tumrait;Tumrait;;;;;X
PROV4195;Hayma;Hayma;Hayma;Hayma;Hayma;Hayma;;;;;X
PROV4196;ad-Duqm;ad-Duqm;ad-Duqm;ad-Duqm;ad-Duqm;ad-Duqm;;;;;X
PROV4197;al-'Ayn;al-'Ayn;al-'Ayn;al-'Ayn;al-'Ayn;al-'Ayn;;;;;X
PROV4198;Khoy;Khoy;Khoy;Khoy;Khoy;Khoy;;;;;X
PROV4199;Mahabad;Mahabad;Mahabad;Mahabad;Mahabad;Mahabad;;;;;X
PROV4200;Lake;Lake;Lake;Lake;Lake;Lake;;;;;X
PROV4201;Marand;Marand;Marand;Marand;Marand;Marand;;;;;X
PROV4202;Parsabad;Parsabad;Parsabad;Parsabad;Parsabad;Parsabad;;;;;X
PROV4203;Maragheh;Maragheh;Maragheh;Maragheh;Maragheh;Maragheh;;;;;X
PROV4204;Saqqez;Saqqez;Saqqez;Saqqez;Saqqez;Saqqez;;;;;X
PROV4205;Ilam;Ilam;Ilam;Ilam;Ilam;Ilam;;;;;X
PROV4206;Astara;Astara;Astara;Astara;Astara;Astara;;;;;X
PROV4207;Qazvin;Qazvin;Qazvin;Qazvin;Qazvin;Qazvin;;;;;X
PROV4208;Karaj;Karaj;Karaj;Karaj;Karaj;Karaj;;;;;X
PROV4209;Babol;Babol;Babol;Babol;Babol;Babol;;;;;X
PROV4210;Koohdasht;Koohdasht;Koohdasht;Koohdasht;Koohdasht;Koohdasht;;;;;X
PROV4211;Borujerd;Borujerd;Borujerd;Borujerd;Borujerd;Borujerd;;;;;X
PROV4212;Abadan;Abadan;Abadan;Abadan;Abadan;Abadan;;;;;X
PROV4213;Dezful;Dezful;Dezful;Dezful;Dezful;Dezful;;;;;X
PROV4214;Shahr-e Kord;Shahr-e Kord;Shahr-e Kord;Shahr-e Kord;Shahr-e Kord;Shahr-e Kord;;;;;X
PROV4215;Najafabad;Najafabad;Najafabad;Najafabad;Najafabad;Najafabad;;;;;X
PROV4216;Yasuj;Yasuj;Yasuj;Yasuj;Yasuj;Yasuj;;;;;X
PROV4217;Abadeh;Abadeh;Abadeh;Abadeh;Abadeh;Abadeh;;;;;X
PROV4218;Jahrom;Jahrom;Jahrom;Jahrom;Jahrom;Jahrom;;;;;X
PROV4219;Neyriz;Neyriz;Neyriz;Neyriz;Neyriz;Neyriz;;;;;X
PROV4220;Bandar-e Kangan;Bandar-e Kangan;Bandar-e Kangan;Bandar-e Kangan;Bandar-e Kangan;Bandar-e Kangan;;;;;X
PROV4221;Bandar-e Lengeh;Bandar-e Lengeh;Bandar-e Lengeh;Bandar-e Lengeh;Bandar-e Lengeh;Bandar-e Lengeh;;;;;X
PROV4222;Kahnuj;Kahnuj;Kahnuj;Kahnuj;Kahnuj;Kahnuj;;;;;X
PROV4223;Bam;Bam;Bam;Bam;Bam;Bam;;;;;X
PROV4224;Sirjan;Sirjan;Sirjan;Sirjan;Sirjan;Sirjan;;;;;X
PROV4225;Chabahar;Chabahar;Chabahar;Chabahar;Chabahar;Chabahar;;;;;X
PROV4226;Xas;Xas;Xas;Xas;Xas;Xas;;;;;X
PROV4227;Zabol;Zabol;Zabol;Zabol;Zabol;Zabol;;;;;X
PROV4228;Iraq-e Ajam;Iraq-e Ajam;Iraq-e Ajam;Iraq-e Ajam;Iraq-e Ajam;Iraq-e Ajam;;;;;X
PROV4229;Kashan;Kashan;Kashan;Kashan;Kashan;Kashan;;;;;X
PROV4230;Semnan;Semnan;Semnan;Semnan;Semnan;Semnan;;;;;X
PROV4231;Nishapur;Nishapur;Nishapur;Nishapur;Nishapur;Nishapur;;;;;X
PROV4232;Bojnurd;Bojnurd;Bojnurd;Bojnurd;Bojnurd;Bojnurd;;;;;X
PROV4233;Birjand;Birjand;Birjand;Birjand;Birjand;Birjand;;;;;X
PROV4234;Tabas;Tabas;Tabas;Tabas;Tabas;Tabas;;;;;X
PROV4235;Sa'da;Sa'da;Sa'da;Sa'da;Sa'da;Sa'da;;;;;X
PROV4236;;;;;;;;;;;X
PROV4237;;;;;;;;;;;X
PROV4238;;;;;;;;;;;X
PROV4239;;;;;;;;;;;X
PROV4240;;;;;;;;;;;X
PROV4241;;;;;;;;;;;X
PROV4242;;;;;;;;;;;X
PROV4243;;;;;;;;;;;X
PROV4244;;;;;;;;;;;X
PROV4245;;;;;;;;;;;X
PROV4246;;;;;;;;;;;X
PROV4247;;;;;;;;;;;X
PROV4248;;;;;;;;;;;X
PROV4249;;;;;;;;;;;X
PROV4250;;;;;;;;;;;X
PROV4251;;;;;;;;;;;X
PROV4252;;;;;;;;;;;X
PROV4253;;;;;;;;;;;X
PROV4254;;;;;;;;;;;X
PROV4255;;;;;;;;;;;X
PROV4256;;;;;;;;;;;X
PROV4257;;;;;;;;;;;X
PROV4258;;;;;;;;;;;X
PROV4259;;;;;;;;;;;X
PROV4260;;;;;;;;;;;X
PROV4261;;;;;;;;;;;X
PROV4262;;;;;;;;;;;X
PROV4263;;;;;;;;;;;X
PROV4264;;;;;;;;;;;X
PROV4265;;;;;;;;;;;X
PROV4266;;;;;;;;;;;X
PROV4267;;;;;;;;;;;X
PROV4268;;;;;;;;;;;X
PROV4269;;;;;;;;;;;X
PROV4270;;;;;;;;;;;X
PROV4271;;;;;;;;;;;X
PROV4272;;;;;;;;;;;X
PROV4273;;;;;;;;;;;X
PROV4274;Barahona;Barahona;Barahona;Barahona;Barahona;Barahona;;;;;X
PROV4275;San Francisco de Macoris;San Francisco de Macoris;San Francisco de Macoris;San Francisco de Macoris;San Francisco de Macoris;San Francisco de Macoris;;;;;X
PROV4276;Puerto Plata;Puerto Plata;Puerto Plata;Puerto Plata;Puerto Plata;Puerto Plata;;;;;X
PROV4277;Carrefour;Carrefour;Carrefour;Carrefour;Carrefour;Carrefour;;;;;X
PROV4278;Guantanamo;Guantanamo;Guantanamo;Guantanamo;Guantanamo;Guantanamo;;;;;X
PROV4279;Holguin;Holguin;Holguin;Holguin;Holguin;Holguin;;;;;X
PROV4280;Bayamo;Bayamo;Bayamo;Bayamo;Bayamo;Bayamo;;;;;X
PROV4281;Ciego de Avila;Ciego de Avila;Ciego de Avila;Ciego de Avila;Ciego de Avila;Ciego de Avila;;;;;X
PROV4282;Matanzas;Matanzas;Matanzas;Matanzas;Matanzas;Matanzas;;;;;X
PROV4283;Pinar del Rio;Pinar del Rio;Pinar del Rio;Pinar del Rio;Pinar del Rio;Pinar del Rio;;;;;X
PROV4284;Nueva Gerona;Nueva Gerona;Nueva Gerona;Nueva Gerona;Nueva Gerona;Nueva Gerona;;;;;X
PROV4285;Kralendijk;Kralendijk;Kralendijk;Kralendijk;Kralendijk;Kralendijk;;;;;X
PROV4286;La Palma;La Palma;La Palma;La Palma;La Palma;La Palma;;;;;X
PROV4287;El Porvenir;El Porvenir;El Porvenir;El Porvenir;El Porvenir;El Porvenir;;;;;X
PROV4288;La Chorrera;La Chorrera;La Chorrera;La Chorrera;La Chorrera;La Chorrera;;;;;X
PROV4289;Bocas del Toro;Bocas del Toro;Bocas del Toro;Bocas del Toro;Bocas del Toro;Bocas del Toro;;;;;X
PROV4290;Alajuela;Alajuela;Alajuela;Alajuela;Alajuela;Alajuela;;;;;X
PROV4291;El Rama;El Rama;El Rama;El Rama;El Rama;El Rama;;;;;X
PROV4292;Juigalpa;Juigalpa;Juigalpa;Juigalpa;Juigalpa;Juigalpa;;;;;X
PROV4293;Esteli;Esteli;Esteli;Esteli;Esteli;Esteli;;;;;X
PROV4294;Siuna;Siuna;Siuna;Siuna;Siuna;Siuna;;;;;X
PROV4295;Puerto Cabezas;Puerto Cabezas;Puerto Cabezas;Puerto Cabezas;Puerto Cabezas;Puerto Cabezas;;;;;X
PROV4296;Puerto Lempira;Puerto Lempira;Puerto Lempira;Puerto Lempira;Puerto Lempira;Puerto Lempira;;;;;X
PROV4297;Tocoa;Tocoa;Tocoa;Tocoa;Tocoa;Tocoa;;;;;X
PROV4298;Juticalpa;Juticalpa;Juticalpa;Juticalpa;Juticalpa;Juticalpa;;;;;X
PROV4299;Choluteca;Choluteca;Choluteca;Choluteca;Choluteca;Choluteca;;;;;X
PROV4300;Comayagua;Comayagua;Comayagua;Comayagua;Comayagua;Comayagua;;;;;X
PROV4301;San Miguel;San Miguel;San Miguel;San Miguel;San Miguel;San Miguel;;;;;X
PROV4302;Escuintla;Escuintla;Escuintla;Escuintla;Escuintla;Escuintla;;;;;X
PROV4303;Quetzaltenango;Quetzaltenango;Quetzaltenango;Quetzaltenango;Quetzaltenango;Quetzaltenango;;;;;X
PROV4304;Huehuetenango;Huehuetenango;Huehuetenango;Huehuetenango;Huehuetenango;Huehuetenango;;;;;X
PROV4305;La Libertad;La Libertad;La Libertad;La Libertad;La Libertad;La Libertad;;;;;X
PROV4306;Belmopan;Belmopan;Belmopan;Belmopan;Belmopan;Belmopan;;;;;X
PROV4307;Tizimin;Tizimin;Tizimin;Tizimin;Tizimin;Tizimin;;;;;X
PROV4308;Playa del Carmen;Playa del Carmen;Playa del Carmen;Playa del Carmen;Playa del Carmen;Playa del Carmen;;;;;X
PROV4309;Felipe Carrillo Puerto;Felipe Carrillo Puerto;Felipe Carrillo Puerto;Felipe Carrillo Puerto;Felipe Carrillo Puerto;Felipe Carrillo Puerto;;;;;X
PROV4310;Chetumal;Chetumal;Chetumal;Chetumal;Chetumal;Chetumal;;;;;X
PROV4311;Campeche;Campeche;Campeche;Campeche;Campeche;Campeche;;;;;X
PROV4312;Escarcega;Escarcega;Escarcega;Escarcega;Escarcega;Escarcega;;;;;X
PROV4313;Ciudad del Carmen;Ciudad del Carmen;Ciudad del Carmen;Ciudad del Carmen;Ciudad del Carmen;Ciudad del Carmen;;;;;X
